_id,title,noFinesset,capacity,legal_status,IsEHPAD,IsEHPA,IsESLD,IsRA,IsAJA,IsHCOMPL,IsHTEMPO,IsACC_JOUR,IsACC_NUIT,IsHAB_AIDE_SOC,IsCONV_APL,IsALZH,IsUHR,IsPASA,IsPUV,IsF1,IsF1Bis,IsF2,prixMin,coordinates.street,coordinates.postcode,coordinates.deptcode,coordinates.deptname,coordinates.city,coordinates.phone,coordinates.emailContact,coordinates.gestionnaire,coordinates.website,coordinates.latitude,coordinates.longitude,coordinates.region
4458.0,EHPAD Maryse Bastie,330007543,63.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1866.3,16 Rue de Marseille,33000.0,33,GIRONDE,BORDEAUX,05 56 69 31 31,ehpad.marysebastie@mairie-bordeaux.fr,Centre communal d'action sociale (CCAS),,44.845287,-0.595081,Nouvelle-Aquitaine
4557.0,EHPAD Meduli,330782525,80.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1893.6000000000001,64 Avenue Gambetta,33480.0,33,GIRONDE,CASTELNAU DE MEDOC,05 56 58 16 33,accueil@meduli.com,Maison de Retraite-Castelnau de Medoc,http://www.meduli.com,45.03189,-0.799105,Nouvelle-Aquitaine
4671.0,EHPAD Mutualiste Pessac,330798265,60.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2259.0000000000005,46 avenue Docteur-A-Schweitzer,33600.0,33,GIRONDE,PESSAC,05 56 46 55 00,amapad@pavillon-mutualite.fr,Pavillon de la Mutualite,http://www.pavillon-mutualite.com/les-poles__13_maison-de-retraite_.html,44.8062979,-0.6098762000000306,Nouvelle-Aquitaine
4572.0,EHPAD Notre Dame de Bonne Espérance,330782756,93.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,2154.3,40 rue du Fils,33000.0,33,GIRONDE,BORDEAUX,05 57 81 14 30,ndbe@adgessa.fr,ADGESSA,http://www.adgessa.com/etablissements/ehpad/notre-dame-de-bonne-esperance,44.823101,-0.611985,Nouvelle-Aquitaine
4498.0,EHPAD PIERRE-MARC/MARIE-JOSEE LALANNE,330026568,76.0,Privé non lucratif,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,2243.1,11 Route de Soulac,33930.0,33,GIRONDE,VENDAYS MONTALIVET,05 56 73 53 00,contact@lavalleeduroy.fr,ASSO PIERRE-MARC ET MARIE-JOSE LALANNE,,45.359399,-1.065636,Nouvelle-Aquitaine
4698.0,EHPAD Pagneau,330799073,40.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1924.8,8 chemin Pagneau,33700.0,33,GIRONDE,MERIGNAC,05 56 34 81 09,pagneau@fbocke.fr,Association Action Sanitaire Sociale Aquitaine,http://fbocke.com/,44.812947,-0.698714,Nouvelle-Aquitaine
4679.0,EHPAD Paul Ardouin,330798497,49.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1913.1,25 chemin départemental 135,33390.0,33,GIRONDE,BLAYE,05 57 33 44 83,directeur@chblaye.fr,CH de la Haute Gironde,,45.125387,-0.662848,Nouvelle-Aquitaine
4610.0,EHPAD Paul Louis Weiller,330790031,80.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,2159.1,6 rue Paul-Wallerstein,33740.0,33,GIRONDE,ARES,05 57 17 03 00,secretariat.direction@cmcwallerstein-ares.com,Association Les amis de l'oeuvre Wallerstein,http://www.ehpadplweiller-ares.com,44.766098,-1.139835,Nouvelle-Aquitaine
4559.0,EHPAD Primerose,330782541,83.0,Public,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,2052.0,10 Rue Edouard Vaillant,33230.0,33,GIRONDE,COUTRAS,05 57 49 11 65,primerose.coutras@wanadoo.fr,EHPAD Primerose,,45.045381,-0.123497,Nouvelle-Aquitaine
73840.0,EHPAD RESIDENCE TALANSSA,330051988,89.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2954.7,62 cours du Maréchal-Galliéni,33400.0,33,GIRONDE,TALENCE,05 35 38 57 00,accueil.talanssa@lna-sante.com,SAS LES JARDINS DE LAURENZANNE,,44.82383963364184,-0.5919229730710662,Nouvelle-Aquitaine
4713.0,EHPAD Résidence Abélia,330799461,80.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2638.8,18 rue Jean-Raymond-Guyon BP 51,33560.0,33,GIRONDE,CARBON BLANC,05 56 33 44 44,residence.abelia@groupe-mieuxvivre.fr,Favols Sante,http://www.groupe-mieuxvivre.fr,44.896448,-0.502145,Nouvelle-Aquitaine
4494.0,EHPAD Résidence Aimé Césaire,330025628,88.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2618.7000000000003,20 Rue Professeur Lannelongue,33000.0,33,GIRONDE,BORDEAUX,05 57 01 66 00,res-aimecesaire@groupecolisee.com,Groupe Colisée,https://www.groupecolisee.com/residences/aime-cesaire/,44.867768,-0.572902,Nouvelle-Aquitaine
4527.0,EHPAD Résidence Anna Hamilton,330057076,62.0,Privé non lucratif,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,1947.0000000000002,3 rue du 19-Mars-1962,33760.0,33,GIRONDE,TARGON,05 56 23 46 23,res.hamilton@mspb.com,Fondation Maison de Sante Protestante,,44.734613,-0.257151,Nouvelle-Aquitaine
4578.0,EHPAD Résidence Belle-Croix,330782848,80.0,Privé non lucratif,True,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,1983.8999999999999,27 Avenue Pierre Mendès-france,33270.0,33,GIRONDE,FLOIRAC,05 56 86 38 12,secretariat@bellecroix.fr,Association du S O Veuves de Guerre,,44.842727,-0.510594,Nouvelle-Aquitaine
4475.0,EHPAD Résidence Bellevue,330019209,65.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,3043.7999999999997,602 rue Cap-d'Aulan,33880.0,33,GIRONDE,CAMBES,05 56 78 78 56,residence.lesjardinsbellevue@groupe-mieuxvivre.fr,SAS Holding Mieux Vivre,http://www.groupe-mieuxvivre.fr,44.730542,-0.459497,Nouvelle-Aquitaine
4467.0,EHPAD Résidence Bossège ADGESSA,330015678,39.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2161.5,18 rue Pierre-Castera,33112.0,33,GIRONDE,ST LAURENT MEDOC,05 56 59 96 96,bossege@adgessa.fr,ADGESSA,http://www.adgessa.com,45.150426,-0.832049,Nouvelle-Aquitaine
4601.0,EHPAD Résidence Clos Lafitte,330786252,87.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2857.8,20 Route de Maison Rouge,33370.0,33,GIRONDE,FARGUES ST HILAIRE,05 56 21 21 21,clos-lafitte-fargues@domusvi.com,SAS Residence du Clos Lafitte,http://www.residenceducloslafitte.com/,44.819016,-0.427431,Nouvelle-Aquitaine
4491.0,EHPAD Résidence La Pastorale,330025099,80.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,3337.2000000000003,39 route Bleue,33270.0,33,GIRONDE,BOULIAC,05 57 91 10 00,bouliac@orpea.net,SARL la Pastorale,http://www.orpea.com/maison-de-retraite-la-pastorale-bouliac-33,44.8219606,-0.5054155000000264,Nouvelle-Aquitaine
4685.0,EHPAD Résidence La Savane,330798646,86.0,Privé commercial,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,3164.1,Allée Lespurgères,33470.0,33,GIRONDE,GUJAN MESTRAS,05 56 66 16 37,contact@residence-la-savane.com,SAS Residence la Savane,http://www.residence-la-savane.com/,44.637414,-1.049959,Nouvelle-Aquitaine
4502.0,EHPAD Résidence La Villa des Pins,330029018,77.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3346.2000000000003,1 boulevard Daniel-Digneaux,33510.0,33,GIRONDE,ANDERNOS LES BAINS,05 57 76 55 20,accueil.andernos@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-la-villa-des-pins-andernos-les-bains--33,44.7501693,-1.0778169999999818,Nouvelle-Aquitaine
4712.0,EHPAD Résidence La canopée,330799412,86.0,Privé commercial,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,3116.1000000000004,11 rue Furtado,33000.0,33,GIRONDE,BORDEAUX,05 56 79 65 65,canopee-bordeaux@ehpad-sedna.fr,SEDNA Bordeaux,http://www.ehpad-bordeaux.fr,44.8251,-0.5621830000000045,Nouvelle-Aquitaine
4478.0,EHPAD Résidence Le Bois du Loret,330020678,88.0,Privé non lucratif,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,2099.4,30 rue Clément-Ader CS 80003,33150.0,33,GIRONDE,CENON,05 56 67 95 95,ehpad-leboisduloret@foyersdesaines.fr,Association Foyers des Ainés,,44.856209,-0.511026,Nouvelle-Aquitaine
4717.0,EHPAD Résidence Le Verger d'Anna,330799784,77.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,2817.0,8 rue du Grand-Jeannot,33350.0,33,GIRONDE,STE TERRE,05 57 49 86 00,sainteterre@orpea.net,Le Verger d'Anna,,44.839221,-0.101349,Nouvelle-Aquitaine
91433.0,EHPAD Résidence Les Dagueys,330058470,65.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2542.2,Rue de Logrono ZA Les Dagueys,33500.0,33,GIRONDE,LIBOURNE,05 57 23 10 23,res-delibourne@groupecolisee.com,Colisee,https://www.groupecolisee.com/residences/residence-de-libourne/,44.94614852362387,-0.2431863807562697,Nouvelle-Aquitaine
4659.0,EHPAD Résidence Les Magnolias,330797960,88.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,2085.3,17 bis avenue Victor-Hugo,33380.0,33,GIRONDE,BIGANOS,05 57 17 70 50,biganos@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-magnolias-biganos-33,44.6408466,-0.9800143999999592,Nouvelle-Aquitaine
4666.0,EHPAD Résidence Medicis,330798208,100.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3074.7,172 Avenue du Truc,33700.0,33,GIRONDE,MERIGNAC,05 56 34 38 58,medicis-merignac@domusvi.com,SA les Jardins de Cybele,http://www.medicismerignac.com/,44.852259,-0.664904,Nouvelle-Aquitaine
4692.0,EHPAD Résidence Mirambeau,330798828,41.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1994.4,11 Rue Mirambeau,33590.0,33,GIRONDE,ST VIVIEN DE MEDOC,05 56 09 44 51,mirambeau@fbocke.fr,Association Action Sanitaire Sociale Aquitaine,http://fbocke.com/,45.435001,-1.044928,Nouvelle-Aquitaine
4576.0,EHPAD Résidence Sainte-Germaine,330782814,84.0,Privé non lucratif,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,2040.9,Rue de la Chapelle,33520.0,33,GIRONDE,BRUGES,05 56 28 12 80,direction-saintegermaine@foyersdesaines.fr,Association Foyers des Ainés,,44.874094,-0.614924,Nouvelle-Aquitaine
4470.0,EHPAD Résidence Simone de Beauvoir,330017179,92.0,Public,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,1959.3000000000002,29 Allée du Preuilha,33160.0,33,GIRONDE,ST MEDARD EN JALLES,05 56 70 13 63,ehpad.sdebeauvoir@saint-medard-en-jalles.fr,CCAS de St Medard En Jalles,,44.89571,-0.704651,Nouvelle-Aquitaine
4709.0,EHPAD Résidence Vermeil,330799347,40.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2846.3999999999996,138 avenue Général Leclerc,33000.0,33,GIRONDE,BORDEAUX,05 56 42 41 00,res-vermeil@groupecolisee.com,SAS Colisée Patrimoine Group,http://www.groupecolisee.com/etablissements/residence-vermeil,44.85464,-0.612747,Nouvelle-Aquitaine
4655.0,EHPAD Résidence d'Aquitaine,330796376,54.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1945.2,50 avenue des Frères-Robinson,33700.0,33,GIRONDE,MERIGNAC,05 56 34 30 40,residenceaquitaine@fbocke.fr,Association Action Sanitaire Sociale Aquitaine,http://fbocke.com/,44.849284,-0.656321,Nouvelle-Aquitaine
4657.0,EHPAD Résidence d'Audenge,330797929,50.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2961.3,2 allée de Boissière BP 9,33980.0,33,GIRONDE,AUDENGE,05 56 03 81 00,residenceaudenge@free.fr,SA la Residence d'Audenge,,44.682201,-1.013748,Nouvelle-Aquitaine
4686.0,EHPAD Résidence de Pyla-sur-Mer,330798661,60.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2841.2999999999997,Allée de la Chapelle Pilat,33260.0,33,GIRONDE,LA TESTE DE BUCH,05 56 22 10 48,pyla-la-teste@domusvi.com,Residence de Pyla-sur-Mer,https://www.domusvi.com/maisons-de-retraite/residence-du-pyla-sur-mer-pyla-sur-mer-3344166,44.611671,-1.202467,Nouvelle-Aquitaine
4675.0,EHPAD Résidence de la HE - Clos Bonnardel,330798356,48.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2314.8,4 rue Jean Bonnardel,33140.0,33,GIRONDE,VILLENAVE D ORNON,05 56 87 70 00,laresidencedelahe@orange.fr,S.A.R.L. Résidence de la HE,http://www.le-clos-bonnardel.com,44.768849,-0.577758,Nouvelle-Aquitaine
4689.0,EHPAD Résidence des Graves,330798711,44.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,2328.6000000000004,97 lieu dit le Bourg,33720.0,33,GIRONDE,ILLATS,05 56 62 49 28,direction@ehpad-illats.fr,SARL Maison Retraite des Graves,,44.595185,-0.374056,Nouvelle-Aquitaine
4699.0,EHPAD Résidence du Duc de Lorge,330799081,73.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2578.4999999999995,437 Avenue du Duc de Lorge,33127.0,33,GIRONDE,ST JEAN D ILLAC,05 56 21 67 05,duc-de-lorge@wanadoo.fr,SARL Duc de Lorge,https://www.ducdelorge.com,44.805808,-0.785381,Nouvelle-Aquitaine
4504.0,EHPAD Résidence du Tertre,330035619,94.0,Privé commercial,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,2829.0,7 lieu dit Lague-Sud,33126.0,33,GIRONDE,FRONSAC,05 57 74 18 67,contact@residence-du-tertre.com,SAS Residence du Tertre,https://residence-du-tertre.com/fr/,44.927274,-0.273158,Nouvelle-Aquitaine
91588.0,EHPAD Résidence la Boetie,330060021,80.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,2811.2999999999997,39 Avenue de la Croix,33320.0,33,GIRONDE,LE TAILLAN MEDOC,05 56 05 06 49,boetie-taillan@domusvi.com,SARL RESIDENCE BL,,44.906481,-0.664127,Nouvelle-Aquitaine
4568.0,EHPAD Saint-Dominique,330782707,99.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,2100.0,80 boulevard Deganne,33120.0,33,GIRONDE,ARCACHON,05 56 83 32 40,stdo33@orange.fr,Maison de Retraite St Dominique,,44.657071,-1.15802,Nouvelle-Aquitaine
4594.0,EHPAD Saint-Georges,330786005,87.0,Privé non lucratif,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,2028.8999999999999,119 rue André-Lesca,33260.0,33,GIRONDE,LA TESTE DE BUCH,05 57 72 70 00,direction-saintgeorges@foyersdesaines.fr,Association Foyers des Aines,,44.639764,-1.123331,Nouvelle-Aquitaine
4567.0,EHPAD Saint-Jacques de Compostelle,330782640,120.0,Public,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,2042.3999999999999,Route des Lacs,33780.0,33,GIRONDE,SOULAC SUR MER,05 56 73 50 50,contact@ehpad-compostelle.org,EHPAD Saint-Jacques de Compostelle,,45.492658,-1.122362,Nouvelle-Aquitaine
4583.0,EHPAD Seguin,330783333,92.0,Public,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,2069.1,15 Chemin de Biala,33610.0,33,GIRONDE,CESTAS,05 56 78 13 90,accueil@residence-seguin.fr,EHPAD Seguin,,44.737674,-0.682691,Nouvelle-Aquitaine
4556.0,EHPAD Terrasses de Belleroque,330782517,81.0,Public,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,1985.4,Belleroque Est BELLEROQUE,33710.0,33,GIRONDE,BOURG SUR GIRONDE,05 57 33 44 83,directeur@chblaye.fr,CH de la Haute Gironde,,45.040686,-0.553131,Nouvelle-Aquitaine
4549.0,EHPAD Terre Nègre,330781428,400.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,2155.8,95 rue Ernest-Renan,33000.0,33,GIRONDE,BORDEAUX,05 56 44 04 40,ehpad@terre-negre.fr,Maison de Retraite Terre Nègre,http://www.terre-negre.fr,44.850948,-0.593207,Nouvelle-Aquitaine
4739.0,EHPAD Tropayse,330803321,49.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1902.9,Rue Pierre Mendès France,33530.0,33,GIRONDE,BASSENS,05 56 31 53 22,tropayse@fbocke.fr,Association Action Sanitaire Sociale Aquitaine,http://fbocke.com/,44.908596,-0.513553,Nouvelle-Aquitaine
4645.0,EHPAD Val de Brion,330792656,90.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1843.1999999999998,Rue Paul-Langevin BP 60283,33210.0,33,GIRONDE,LANGON,05 56 76 57 53,direction@ch-sudgironde.fr,Centre Hospitalier Intercommunal Sud Gironde,,44.545367,-0.245152,Nouvelle-Aquitaine
4621.0,EHPAD Villa Présentine,330791153,82.0,Privé commercial,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,2664.6,Zone artisanale Daubert,33420.0,33,GIRONDE,RAUZAN,05 57 84 50 34,contact@villa-presentine.fr,SAS Maison du Pays de Rauzan,http://www.villa-presentine.fr/,44.771186,-0.122002,Nouvelle-Aquitaine
91487.0,EHPAD Villa de Valrose,330059809,129.0,Privé commercial,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,2899.5,28 Chemin de la Matte,33360.0,33,GIRONDE,LATRESNE,05 47 30 71 00,,SAS rive de Garonne,,44.80337,-0.509562,Nouvelle-Aquitaine
4642.0,EHPAD de Monsegur,330792615,84.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2009.3999999999996,53 Rue Saint-jean,33580.0,33,GIRONDE,MONSEGUR,05 56 61 60 50,direction@ppms-monsegur.fr,Pôle public médico-social Monsegur,,44.651507,0.083193,Nouvelle-Aquitaine
4728.0,EHPAD de Vayres Maison pour déficients visuels,330802141,83.0,Privé non lucratif,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1934.1,2 avenue d'Izon,33870.0,33,GIRONDE,VAYRES,05 57 74 81 44,residence.aveugles@wanadoo.fr,Union des Aveugles du Sud Ouest Unadev,http://www.ehpad-louisbraille.fr,44.902995,-0.323719,Nouvelle-Aquitaine
4696.0,EHPAD du Bourg,330799040,64.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,2689.7999999999997,5 Rue Louis Pasteur,33127.0,33,GIRONDE,MARTIGNAS SUR JALLE,05 56 21 47 06,contact@residencedubourg.fr,Gemovie EHPAD du Bourg,http://www.ehpaddubourg.fr/,44.838396,-0.77678,Nouvelle-Aquitaine
4551.0,EHPAD du Centre de soins de Podensac,330781766,229.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,1891.5,5 Allée Georges Montel,33720.0,33,GIRONDE,PODENSAC,05 56 76 35 26,direction@csmr-podensac.fr,Centre de Soins de Podensac,,44.653135,-0.358221,Nouvelle-Aquitaine
4643.0,EHPAD du Centre hospitalier de Bazas,330792631,111.0,Public,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,2048.7,Rue du 8-Mai-1945,33430.0,33,GIRONDE,BAZAS,05 56 65 04 65,direction@ch-bazas.fr,Centre Hospitalier de Bazas,,44.43645,-0.206004,Nouvelle-Aquitaine
4742.0,EHPAD du Centre hospitalier de Bazas,330804394,19.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,Le Bourg,33730.0,33,GIRONDE,VILLANDRAUT,05 56 65 02 83,direction@ch-bazas.fr,Centre Hospitalier de Bazas,,44.457943,-0.373036,Nouvelle-Aquitaine
4512.0,EHPAD du Petit Trianon,330051129,50.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2165.0999999999995,6 rue JeanArtus,33000.0,33,GIRONDE,BORDEAUX,05 56 10 16 34,lepetittrianon@logea.asso.fr,CCAS de Bordeaux,,44.862251,-0.583055,Nouvelle-Aquitaine
4570.0,EHPAD du bon secours,330782723,83.0,Privé non lucratif,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,1817.3999999999999,Rue Sainte-Marie,33130.0,33,GIRONDE,BEGLES,05 56 49 18 06,direction@bon-secours.fr,Association Bèglaise de bon secours,,44.806319,-0.54354,Nouvelle-Aquitaine
4554.0,EHPAD public Fondation Escarraguel,330782483,52.0,Public,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2130.9,4 rue Général-de-Gaulle,33810.0,33,GIRONDE,AMBES,05 56 77 12 57,maisonretraiteambes@orange.fr,Fondation Escarraguel,,45.012085,-0.528093,Nouvelle-Aquitaine
4598.0,EHPAD public Hubert Lalanne,330786211,33.0,Public,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,1918.5,1 rue de la Victoire,33730.0,33,GIRONDE,PRECHAC,05 24 05 00 05,accueil@mrprechac.fr,EHPAD Public Hubert Lalanne,,44.397669,-0.354545,Nouvelle-Aquitaine
4564.0,EHPAD public de Saint-Macaire,330782608,114.0,Public,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,1850.1000000000001,8 rue de Verdun,33490.0,33,GIRONDE,ST MACAIRE,05 56 62 23 30,adm.mdr.macaire@wanadoo.fr,M.R. de St Macaire,,44.566168,-0.22781,Nouvelle-Aquitaine
4472.0,EHPAD public de Saint-Symphorien,330018169,84.0,Public,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,1892.3999999999999,21 rue les Sycomores,33113.0,33,GIRONDE,ST SYMPHORIEN,05 56 65 73 00,ehpad.stsymphorien@orange.fr,CCAS St Symphorien,,44.428727,-0.485026,Nouvelle-Aquitaine
4668.0,EHPAD résidence Jean Monnet,330798224,78.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2844.6,7 rue Georges Nègrevergne,33700.0,33,GIRONDE,MERIGNAC,05 56 01 63 00,res-jeanmonnet@groupecolisee.com,SAS Colisée patrimoine group,https://www.groupecolisee.com/residences/jean-monnet/,44.817365,-0.679295,Nouvelle-Aquitaine
4566.0,Fondation Roux EHPAD Vertheuil,330782632,80.0,Public,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1910.1000000000001,4 Rue Armand Roux,33180.0,33,GIRONDE,VERTHEUIL,05 56 41 98 06,secretariat@fondation-roux.com,Fondation Roux,,45.247873,-0.855792,Nouvelle-Aquitaine
4474.0,La Maison des Cotonniers,330019118,94.0,Privé non lucratif,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,2177.1000000000004,12 rue  Michèle-Perrein,33980.0,33,GIRONDE,AUDENGE,05 57 17 19 39,audenge@adefresidences.com,ADEF Residences,http://www.adef-residences.com/,44.683992,-1.0155119999999442,Nouvelle-Aquitaine
18459.0,MARPA Cantelanne,330014648,18.0,Public,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,,17 route de maillas,33840.0,33,GIRONDE,CAPTIEUX,05 56 65 69 66,marpacantelanne@orange.fr,CCAS de Captieux,http://www.marpa.fr/index.php?id=166&tx_marpa[marpaUid]=51&cHash=d3554caa868f4cadb46707299ac23477,44.291405,-0.259598,Nouvelle-Aquitaine
18475.0,MARPA La Tuquette,330051319,24.0,Public,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,865.0,5 La Tuquette Ouest,33220.0,33,GIRONDE,MARGUERON,05 57 49 42 51,m.darriet@paysfoyen.fr,CIAS du Pays Foyen,http://www.marpa.fr,44.762555,0.254187,Nouvelle-Aquitaine
4663.0,Maison de retraite Chantefontaine,330798075,42.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2716.8,3 Chemin de Chantefontaine,33610.0,33,GIRONDE,CESTAS,05 56 78 84 38,korian.chantefontaine@korian.fr,Les Domaines de Cestas Sa,http://www.korian.com,44.737719,-0.683293,Nouvelle-Aquitaine
4741.0,Maison de retraite Korian Clos Serena,330803933,100.0,Privé commercial,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,2763.3,1 Rue Jean Renaud Dandicolle,33000.0,33,GIRONDE,BORDEAUX,05 56 99 43 43,korian.closserena@korian.fr,Groupe Korian,https://www.korian.fr,44.833458,-0.584856,Nouvelle-Aquitaine
91268.0,Maison de retraite L'Orchidée,330798463,16.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2214.0,5 avenue du Claret,33360.0,33,GIRONDE,CARIGNAN DE BORDEAUX,05 56 21 20 24,orchidee33@wanadoo.fr,SARL L'Orchidée,,44.81104730695602,-0.4805814050674695,Nouvelle-Aquitaine
4730.0,Maison de retraite Les Bouleaux,330802588,6.0,Privé commercial,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,12 Chemin de Bonneau,33640.0,33,GIRONDE,ARBANATS,05 56 67 32 80,ballange.phil@orange.fr,Madame Ballange,,44.680004,-0.399946,Nouvelle-Aquitaine
4740.0,Maison de retraite de Fontaudin,330803669,106.0,Privé non lucratif,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,2016.0,2 allée Jeanne-Chanay,33600.0,33,GIRONDE,PESSAC,05 56 46 45 70,direction@fontaudin.fr,Association St Joseph,,44.797655,-0.623091,Nouvelle-Aquitaine
18477.0,RESIDENCE AUTONOMIE MARYSE BASTIE,330054412,57.0,Public,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,571.85,16 Rue Maryse Bastié,33000.0,33,GIRONDE,BORDEAUX,05 57 89 37 00,residenceautonomie@mairie-bordeaux.fr,CCAS DE BORDEAUX,http://www.bordeaux.fr/ebx/pgPresStand8.psml?_nfpb=true&_pageLabel=pgPresStand8&classofcontent=presentationStandard&id=120475,44.861751,-0.578834,Nouvelle-Aquitaine
